"Transcription","Backchannel","Pair"
"Ja, så nesten i midten av East Lake og Parked Van. Litt sånn i midten.","0","71"
"Oi, så jeg skal under East Lake greia?","0","71"
"Ja, under East Lake. Så det blir i midten av de to.","0","71"
"Okei, ja.","0","71"
"Yes, så da, nå er jeg mellom East Lake og Parked Van.","0","71"
"Mm. Så da er du finished.","1","71"
"Okei, shoot? Haha. Og så skulle vi trykke på mellomrom?","0","71"
"Tror det","0","71"
"Ehm","0","71"
"Nei","0","71"
"Skjer det noe?","0","71"
"Nå husker jeg ikke hva som skulle skje da","0","71"
"Det skulle vel komme ut ny xxx","0","71"
"Åja, kanskje hvis jeg fortsetter å tegne så, kanskje jeg bare skal stoppe å tegne.","0","71"
"Ja, haha","1","71"
"Eller, nå husker jeg ikke.","0","71"
"Nei, åh, nå kom det en til, haha, strek. Kan jeg slette den? Argh.","0","71"
"Haha, I don´t know. Jaja.","0","71"
"Hm","0","71"
"Haha, ødela hele tegningen.","0","71"
"Yes, haha.","0","71"
"Skjer det noe hos deg?","0","71"
"Nei, jeg husker ikke om vi skulle trykke Enter. Okei, Ja.","0","71"
"Mm. Time to switch seats.","0","71"
"Ja","0","71"
"Okei","0","71"
"Greit","0","71"
"Kartet mitt ble helt ødelagt xxx trykte xxx","0","71"
"Nei, haha.","1","71"
"Skal vi se","0","71"
"It´s time to switch xxx seats, han tok ikke, okei.","0","71"
"xxx","0","71"
"Ja, ehm.","0","71"
"Du starter liksom over og til venstre for eh Diamantminen.","0","71"
"Ehm, ja.","1","71"
"Og så går du liksom ned langs den","0","71"
"Yes","1","71"
"Og så når du er ved liksom teksten så går du til høyre, helt til du kommer til, eh, under og til høyre for Spring Box.","0","71"
"Eh, ja","1","71"
"Og da skal du liksom svinge opp, så du går liksom rundt Highest View Point.","0","71"
"Ja, okei","1","71"
"Eh, gå rett ned til Safari Truck, og så stopper du liksom når du har kommet eh over den","0","71"
"Ja","1","71"
"Og så, eh, går du skrått til venstre sånn at du krysser mot Field Station. Og du skal liksom komme under Field Station til høyre","0","71"
"Mm","1","71"
"Og så fortsetter du eh mot venstre over banantreet.","0","71"
"Mm","1","71"
"Og så, eh, rett ned til eh, under gull-minen til venstre.","0","71"
"Ja","1","71"
"Eh, til høyre fortsetter du da mot, eh, Rave Bridge, Rope Bridge.","0","71"
"Mm","1","71"
"Eh, og så drar du ned, eh, til","0","71"
"høyre for giraffene","0","71"
"Men skal jeg over Rope Bridge eller under?","0","71"
"Over Rope Bridge, ja, du skal liksom krysse, du skal faktisk over den. Ja. Ja.","0","71"
"Ja","1","71"
"Ja, haha. Og så under giraffene.","1","71"
"Helt til under giraffene, liksom på høyre siden, og så ned under der, eh, fortsetter du liksom bortover, ehm, og så til midten av giraffene og Great Lake.","0","71"
"Eh, ja","1","71"
"Og så dipper du ned under Great Lake","0","71"
"Oki","1","71"
"Gå under helt til du kommer til venstresiden av den","0","71"
"Mm","1","71"
"Og så, eh, går du opp","0","71"
"til eh, mellom, eller du går litt til venstre og opp til, sånn at du er liksom midt i mellom Rock Fall og Great Lake. Men ikke, ikke midt i mellom, eh, de to direkte, men til venstre for de to midt i mellom. Sånn litt inntil eh, sidelinjen.","0","71"
"Mm","1","71"
"Okei","1","71"
"Okei","1","71"
"Ja.","1","71"
"Minst, jeg vet ikke hva 10G står for jeg men","0","71"
"Nei eh","1","71"
"Eh","1","71"
"Okei","0","71"
"Ja","0","71"
"Da er du ferdig","0","71"
"Okei","1","71"
"Trykker vi på Enter da.","0","71"
"Great Job. Kanon.","0","71"
"Sweet","0","71"
"Dette var gøy, haha.","0","71"
"Ja","1","71"
"Skal vi se","0","71"
"Ehm","0","71"
"Okei","0","71"
"Har du fått opp noe?","0","71"
"Eh, ikke ennå, kanskje jeg må trykke på Enter, ja okei der ja. Eh, ja nå har jeg fått opp noe.","0","71"
"Ja. Okei, så du starter øverst i venstre hjørne, eh, litt over den Haystack.","0","71"
"Mm","1","71"
"Ja","1","71"
"Ehm, så går du ned og tar en sving når du kommer på linje med Carpenter, da tar du en sving til høyre så du kommer over Carpenter, mellom Carpenter og Green Bay.","0","71"
"Ja","1","71"
"Oi","0","71"
"Okei da backtracker jeg litt og så går jeg dit. Ja, over Carpenter og Green Bay? Ja.","0","71"
"Haha","1","71"
"Ja","0","71"
"Ehm, og så skal du ehm, under seven, seven, beaches, de der tre nå. Ehm, mellom det og den Chappel. Eh, så når du har komt der så skal du videre ned så du kommer over Reclaimed Fields.","0","71"
"Beaches?","0","71"
"Ja","1","71"
"Eh, så når du er over der igjen så tar du en, eh, sving så du kommer under Reclaimed Fields.","0","71"
"Okei","1","71"
"Eh, og så ned og følge kurven til den Crane Bay, så eh, ja, kommer bare ned over Crane Bay og følger den.","0","71"
"Skal jeg følge liksom langs Crane Bay?","0","71"
"Mm","0","71"
"Okei","1","71"
"Fram til du kommer til Vast Meadow, da skal du mellom Vast Meadow og Attractive Cliffs.","0","71"
"Okei","1","71"
"Så bare følg den kurven, og så kommer du mellom de to","0","71"
"Mm","1","71"
"Så når du har komt der, eh, så skal du bare videre ut til vensre, faktisk litt utfor kartet. Så du skal bare utfor og ta en liten sånn rolig sving til du kommer eh, på venstre side av Chestnut Tree. Og da er du ferdig.","0","71"
"Oi","1","71"
"Okei","1","71"
"Skal jeg gå langt nedover på utsiden eller skal jeg","0","71"
"Nei nei, ikke langt, du skal såvidt utfor, bare en liten sånn swing.","0","71"
"Okei. Helt under Chestnut Tree?","0","71"
"Ikke under. På sidene. På venstre.","0","71"
"På sidene. Okei. Ja. Ja.","0","71"
"Ehm, ja. Så når du er komt der så er du ferdig.","0","71"
"Sweet.","1","71"
"Det var jo ikke så gale.","0","71"
"Det var ikke så dumt.","0","71"
"Ja","0","71"
"xxx","0","71"
"Skal vi se","0","71"
"Okei.","0","71"
"Yes.","0","71"
"Ja. Du går, eh, til høyre under East Lake.","0","71"
"Ja","1","71"
"Men stopper på midten der.","0","71"
"Okei","1","71"
"Gå ned eh, til en eh, sånn kranegreie som jeg ikke helt greier å lese","0","71"
"Ehm, på høyre eller venstre side?","0","71"
"Ja gå fra venstresiden, men gå langs venstresiden, ikke helt inntil.","0","71"
"Eh, rett ned liksom langs den eh, greien der som jeg ikke vet hva, hva som står","0","71"
"Okei, så den er på venstre siden.","0","71"
"Oi vent, skulle jeg begynt der det står Start?","0","71"
"Oi shit, eh du nå leste jeg Finish eh, som Start, eh haha det var litt dumt. Men da tegner vi motsatt. Det går. Okei, haha. Ja men det er bra. Eh","0","71"
"Haha. Jada xxx. Nei, eh xxx ja, ja.","0","71"
"Haha, så går du, eh, jeg vet ikke om de skjønner at det er riktig men, det blir kanskje en rød linje uansett.","0","71"
"Ehm","0","71"
"Haha","0","71"
"Og så går du ned til høyre for Monument.","0","71"
"Ehm","1","71"
"Monument, ja.","0","71"
"Ja. Og så går du under den, tar en sving rundt, eh, og begynner å gå skrått opp mot den Fig Prent et eller annet greiene","0","71"
"Ja","1","71"
"Og så går du, eh liksom følger du langs West Lake. Nedover langs den. Helt til du kommer til midten under den.","0","71"
"Ja","1","71"
"Går rett ned til Fenced Meadows, så du er på midten av den. Og så følger du langs Fenced Meadows til høyre, går en sirkel rundt Abandoned Cottage,","0","71"
"Mm","1","71"
"Åja, så jeg, okei","1","71"
"Over mener jeg. Eh, ikke en hel sirkel men en halvsirkel. Og så går du rett ned.","0","71"
"Ja","1","71"
"Ja","1","71"
"Til, eh, Fenced, litt over Fenced Madow, liksom over Old Wall og Fenced Meadow. Så går du til venstre der, helt til du kommer liksom mellom de der campingplassene og den gamle muren. Eh, og så eh, går du rett ned.","0","71"
"Mm","1","71"
"Mm","1","71"
"Mm","1","71"
"Til, eh, nesten, midt, litt eh, ikke helt på bånn","0","71"
"Mm","1","71"
"Men nesten på bånn, eh, til venstre og så opp over, eller til venstre helt inntil eh, enden av kartet, og så opp over campingplassen.","0","71"
"Mm","1","71"
"Ja. Se. Til start.","0","71"
"Ja, til start, haha.","0","71"
"Haha. Sånn. Okei.","0","71"
"Sweet. Håper de ikke fikk vi","1","71"
"Det, ja, de har det jo på video og holdte på å si, så","0","71"
"Ja","1","71"
"Experiment is done, ja okei.","0","71"
"Ja. Da skal vi gjerne bare sitte her.","1","71"
"Ja","1","71"
"Hm. Skal vi se. Ja, den blir xxx. Ja. Herlighet. Haha. Men det er jo interessant da, når man, sånn, har lest i det siste på sånn psykologi at gutter er bedre på sånn romlige forhold når det er sånne oppgaver, også at jenter er bedre på sånn abstrakt tenkning og se for seg historier og sånn så jeg lurer på om","0","71"
"Huh","1","71"
"Ja","0","71"
"Om det bunner i det, han sa han studerte sånn kognitiv psykologi, at de holdt på med sånne xxx","0","71"
"Ja, så han var ikke sånn språk, eh, forsker.","0","71"
"Nei nei, det, det var det jeg lurte litt på.","0","71"
"Nei","0","71"
"Ja for jeg syns de var litt eh, de minnet meg om sånn typiske psykologiske xxx de nede de, eh, ja. Men det var litt språkgreier der også da, sånn der eh","0","71"
"Haha, ja ja ja.","1","71"
"Mm","1","71"
"Ja","0","71"
"Jeg vet ikke. Jeg følte at ehm, den eh, hvordan følte at den gikk den der eh","0","71"
"Når du skulle gjenta O-en og xxx? Haha, nei det, jeg vet ikke. Jeg har jo gått dramalinjen, eh, i Stavanger, og da gjorde vi en god del sånn.","0","71"
"Ja","0","71"
"Mm","1","71"
"At når du skulle lære deg dialekt for eksempel så var det veldig sånn du måtte ja, høre godt etter og repetere så godt du kunne så det var litt sånn gjennkjennbart hele oppgaven, men ordene var jo liksom xxx, høres jo helt.","0","71"
"Ja","1","71"
"Ja","1","71"
"Ja","1","71"
"Ja","1","71"
"Du fikk en sånn lang variant, jeg, min krasjet midt i så, haha. Men jeg vet ikke om det var midt i eller om det var på slutten men, ja. Haha. Så jeg lurer på om de kan bruke det.","0","71"
"Ja","1","71"
"Å? Gjorde han?","0","71"
"Åja","1","71"
"Okei","1","71"
"Ja. Eller om det bare var en sånn, eh, en variasjon av testen.","0","71"
"Ja","1","71"
"At den skulle krasje?","0","71"
"Ja. At, eh, nei? Tror du ikke det?","0","71"
"Nei, det tror jeg ikke. Haha. Jeg tror ikke det.","0","71"
"Nei, okei. Hm.","1","71"
"Det hadde vært litt spesielt, haha.","0","71"
"Jojo, ja, forsåvidt. Se om det har en effekt liksom. When he fucks up, haha. Men hva, hva psykologi går du holdte på å si?","0","71"
"Haha, ja. Hva skjer egentlig når det krasjer i haha.","0","71"
"Eh, jeg er ferdig med generell psykologi dette semesteret så, mm. Du da?","0","71"
"Åja, okei","1","71"
"Eh, ja jeg går første året på profesjon. Så, yes, det er mye grunnfag nå da. Mye sånn, altså det er jo basically årsstudium bare sprinkla inn med litt sånn xxx fag, sånn xxx ja. Mm.","0","71"
"Åja, ja ja ja. Nice.","1","71"
"Ja","1","71"
"Intro","0","71"
"Ja","1","71"
"Ja stemmer det, de har endret opplegget. Mm. xxx syns det er gøy eller?","1","71"
"Ja ja ja, veldig. Veldig spennende. Veldig kjekt å lære. Og veldig mindfuck, haha. Liksom, eh, i fjor så hadde vi det første sånn profesjonsfaget, og det var bare sånn lett innføring i dette er symptomer på schitsofreni, på angst på depresjon og sånn og så går du der og ææ, tror du har alle sykdommer i alle verden og bare ææ. Blir dritstressa liksom.","0","71"
"Ja","1","71"
"Ja","1","71"
"Ja","1","71"
"Hæ?","0","71"
"Ja, det er sant","1","71"
"Ja","1","71"
"Så, nei men jeg tenkte så lenger jeg holder meg til normal fungering så går det nok bra. Haha. Men det ble bare litt sånn","0","71"
"Ja, ikke sant.","1","71"
"Ja det er, man får jo den der eh, tendensen til, hvertfall eller,når man leser psykologi til å liksom begynne å prøve å liksom plassere det man har lest overalt, så haha.","0","71"
"Ja","1","71"
"Ja","1","71"
"Ja ja","1","71"
"Gjennomanalyserer hele livet sitt, og familie og alt sammen.","0","71"
"Ja ja","1","71"
"Ikke sant","1","71"
"Det er veldig gøy da, haha.","0","71"
"Det er, blir jo en annen eh, måte å tenke på etter hvert. Haha. Det merker man ganske fort sikkert.","0","71"
"Mm. Ja.","1","71"
"Åja, ja ja. Men føler du at du får mer sånn, eh, skal vi se, sånn pålitelighet om hva du syns om andre liksom? Sånn, jeg merker når de snakker med mormor om liksom om folk i familien eller om andre folk og så hun er sånn ja men hva tror du hun har da, tror du det er depresjon, og så blir hun liksom helt inn i seg ja, altså hun har jo de symptomene der og så blir det sånn skikkelig diskusjoner. Skikkelig tåpelig svada, haha.","0","71"
"Ja, eh","0","71"
"Haha, ja","1","71"
"Haha, ja","1","71"
"Haha","1","71"
"Ja","1","71"
"Det blir sånn, eh, det blir jo lett å bare begynne å putte folk i sånne båser istedenfor å se de sånn som man ville før. Men, det er jo, ja. Jeg vet ikke hvor, eh","0","71"
"Ja ja ja, haha.","1","71"
"Ja","1","71"
"Hvor gode man er til å, haha, være hobby-psykolog. I alle fall jeg da, jeg har jo ikke profs engang så, haha.","0","71"
"Haha. Ja. Haha.","1","71"
"Nei nei, men du lærer jo om det samme","0","71"
"Haha. Joda, men vi har ganske annet fokus, men dere går gjennom mye av det samme som vi gjør uansett tror jeg.","0","71"
"Mm. Ja.","1","71"
"Men vi har ikke sånn praksis eh, noe praksisfokus i det hele tatt nesten. Sånn terapi eh og sånn er liksom noe vi lærte om på årsstudium.","0","71"
"Ånei","1","71"
"Åja, åja så dere har ikke lært noe om","1","71"
"Litt. Altså vi har litt sånn, noen ganger så nevner de CBT liksom og sånn men, ja, det er litt sånn på sidelinjen","0","71"
"Ja","1","71"
"Åja, okei","1","71"
"Så hva er det, dere lærer mer sånn","0","71"
"Ja mer, det er mer sånn","0","71"
"Forskning, eller?","0","71"
"Ja, forskningsrelatert da.","0","71"
"Okei","1","71"
"Mm. Men vi ser at begge to er det da, profesjon har jo også veldig mange sånn der eh","0","71"
"Mm","1","71"
"av de samme temaene som bare de kommer gjennom de ulike innom de ulike semestere da, tror jeg","0","71"
"Ja","1","71"
"Ja okei","1","71"
"Dere har vel noen semestre som er sånn sinnsykt heavy teoretiske tror jeg. Senere, haha. Ja.","0","71"
"Åja, haha. Okei, haha. Ja. Det kan bli spennende, haha.","1","71"
"Ja. Men dere får jo dessikere hjerner og sånn senere.","0","71"
"Å, herregud. Jeg gruer meg litt til det jeg.","1","71"
"Ja. Hva skjedde egentlig med, er det sånn en del av eksperimentet at vi skal sitte her og vente?","0","71"
"Haha. Nei, jeg vet ikke. Hun sa vi fikk ti minutt liksom, så det kan være","1","71"
"Ja, at hun bare kommer inn etter ti minutter, ja. Sånn at vi er bare for flinke, haha. Eventuelt for unøye.","0","71"
"Ja","1","71"
"Ja jeg tror det","1","71"
"Mm","1","71"
"Men hvis du er ferdig nå til, så du skriver bacherlor nå?","0","71"
"Ja, det var eh, det greiene vi hadde på psykfak, det var bachelor, eh, forsøk.","0","71"
"Ja","1","71"
"Ja, okei","1","71"
"Mm","1","71"
"Så vi gjør det for eh, en eh på, i BMP.","0","71"
"Okei","1","71"
"Så når vi er ferdig med det, så blir det biologi, så, ja.","0","71"
"Alright, alright, spennende.","1","71"
"Mm. Ja, det","1","71"
"Hva, hva tenker du å gjøre videre da? Ta master eller gjøre noe annet?","0","71"
"Ja, jeg skal hvertfall ha master. Haha, det er jo liksom om å gjøre å bruke opp alle de årene man får studielån på. Det syns jeg da, så.","0","71"
"Okei","1","71"
"Ja","1","71"
"Ja for hva kan du gjøre videre med det med sånn master i psykologi? Kan man","0","71"
"Eh, altså det jeg først og fremst har tenkt da er lektorutdanning. Det må man ha master for nå.","0","71"
"Ja, okei","1","71"
"Ja ja","1","71"
"Så, eh, ja, det er en vei, eller så er det","0","71"
"Eh, å forske da, som er muligheten. Eller, det er jo andre muligheter også men, det er de jeg har sett for meg, ja som interessante.","0","71"
"Ja","1","71"
"Ja ja","1","71"
"Okei. Så master og så et år med pedagogikk da?","1","71"
"Mm","1","71"
"Ja, PPU tror jeg er sånn greie som man kan ta.","0","71"
"Ja okei, ja.","1","71"
"Hm","1","71"
"Det er sånn universitetsmåten til å bli lærer på. Sånn bruke unødvendig tid på xxx. Ja.","0","71"
"Ja, haha","1","71"
"Lærerhøyskolen liksom, ja","0","71"
"Okei. Hm. Ja så du vil bli lærer liksom?","0","71"
"Eh, det falt meg inn en dag at eh, jeg må jo bli noe en dag så haha","0","71"
"Haha ja kanskje. Jaja.","1","71"
"Ja","1","71"
"Haha","1","71"
"xxx","0","71"
"Skal vi se, ja for du kunne ikke tenkt deg sånn ungdomsskolelærer liksom, du må være på videregående?","0","71"
"Nei ikke ungdomsskole. Ja. Men jeg vet ikke hvor mye bedre videregående er men det er jo bedre enn ungdomsskolen. Og det er andre klasse videregående også, så det.","0","71"
"Nei, spørs gjerne, ja. Ja ja. Ja.","1","71"
"Ja. Og hvis det er psykologi og så kan ikke være de største drittungene, håper jeg. Haha. xxx","1","71"
"Nei altså det, det er sant.","0","71"
"Også, da kan jeg lære biologi også, og da er det jo bare nerds så det er jo, de er jo hyggelige og snille.","0","71"
"Ja","1","71"
"Haha. De fleste iallefall.","1","71"
"Jeg, jeg regner, eller jeg har sånn inntrykk da av skolen jeg gikk på og sånn så var det jo realfagsklassen som var den chilleste klassen å ha. Tror jeg. Det er folk som jobber hardt og ikke, ja.","0","71"
"Ja, ja, det kan godt være, ja ja ja.","1","71"
"Ja som oftest iallefall. Ja, så du har biologi og?","1","71"
"Nei jeg skal ta det nå etter sommeren, mm.","0","71"
"Ja, okei. Oi. Så du liker realfag?","1","71"
"Eh, jeg syns den biologiske delen av psykologi er veldig gøy da. Haha, så ja. Det var noe jeg bare fant ut i løpet av studiet at jeg skulle ønske jeg kunne mer om biologi.","0","71"
"Ja. Ja ja ja.","1","71"
"Mm","1","71"
"Ja faktisk.","1","71"
"Mm","1","71"
"Ja det er veldig spennende, vi har jo bare sånn innføring i det og sånn i det femten poengers faget så har vi fem poeng med biologisk, så","0","71"
"Ja","1","71"
"Ja","1","71"
"Hvilken bok har dere i?","0","71"
"Vi har den der eh, ah, den er så xxx, sånn, det heter Biological Psychology eller noe, så er det sånn blå bok, svær, bilde av en sånn hjerne. Jeg lurer på om han er ny, men","0","71"
"Åja, ja okei. Fordi dere har ikke den der lille superdårlige boken som vi hadde? Nei, okei, for den var helt forferdelig xxx","0","71"
"Nei","0","71"
"Haha, hvilken var det?","0","71"
"Eh, det var sånn Essentials of Biological Psychology eller noe sånt, og den var bare sånn","0","71"
"Okei","1","71"
"Eh","0","71"
"Ja, den gikk inn på sånn detaljnivå som bare var helt unødvendig, om liksom fordøyelsen og sånn og, altså","0","71"
